Plate #	Row	Column	ORF	Gene	Decription	GO Biological Process	GO Molecular Function	GO Cellular Component	96-position
10	O	2	YDR010C	YDR010C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data	biological_process	molecular_function	cellular_component	38-H1
10	O	3	Blank	Blank	Blank	Blank	Blank	Blank	37-H2
10	O	4	Blank	Blank	Blank	Blank	Blank	Blank	38-H2
10	O	5	YJR084W	CSN12	"Subunit of the Cop9 signalosome, which is required for deneddylation, or removal of the ubiquitin-like protein Rub1p from Cdc53p (cullin); involved in mRNA splicing and adaptation to pheromone signaling"	conjugation, signal transduction, response to chemical stimulus, RNA metabolic process	molecular_function	nucleus	37-H3
10	O	6	YDR011W	SNQ2	Plasma membrane ATP-binding cassette (ABC) transporter, multidrug transporter involved in multidrug resistance and resistance to singlet oxygen species	response to chemical stimulus, response to stress	hydrolase activity, transporter activity	membrane fraction, mitochondrion, membrane, cytoplasm, plasma membrane	38-H3
10	O	7	YJR087W	YJR087W	"Dubious open reading frame, unlikely to encode a protein; not conserved in closely related Saccharomyces species; partially overlaps the verified gene STE18 and uncharacterized ORF YJR088C"	biological_process	molecular_function	cellular_component	37-H4
10	O	8	YDR014W	RAD61	"Subunit of a complex (Scc3p, Pds5p, Rad61p) that inhibits sister chromatid cohesion; inhibited by Eco1p-acetylated cohesin subunits Smc3p and Mcd1p; related to the human Wapl protein that controls the association of cohesin with chromatin"	chromosome organization, cell cycle, chromosome segregation	molecular_function	nucleus, chromosome	38-H4
10	O	9	YJR091C	JSN1	"Member of the Puf family of RNA-binding proteins, interacts with mRNAs encoding membrane-associated proteins; involved in localizing the Arp2/3 complex to mitochondria; overexpression causes increased sensitivity to benomyl"	RNA metabolic process	RNA binding	membrane, mitochondrial envelope, mitochondrion, cytoplasm	37-H5
10	O	10	YDR015C	YDR015C	"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; overlaps the verified gene HED1/YDR014W-A"	biological_process	molecular_function	cellular_component	38-H5
10	O	11	YJR094C	IME1	Master regulator of meiosis that is active only during meiotic events, activates transcription of early meiotic genes through interaction with Ume6p, degraded by the 26S proteasome following phosphorylation by Ime2p	meiosis, cell cycle	transcription regulator activity	nucleus	37-H6
10	O	12	YDR017C	KCS1	"Inositol hexakisphosphate (IP6) and inositol heptakisphosphate (IP7) kinase; generation of high energy inositol pyrophosphates by Kcs1p is required for many processes such as vacuolar biogenesis, stress response and telomere maintenance"	cellular carbohydrate metabolic process, transposition, response to chemical stimulus	transferase activity	cytoplasm	38-H6
10	O	13	YJR094W-A	RPL43B	Protein component of the large (60S) ribosomal subunit, identical to Rpl43Ap and has similarity to rat L37a ribosomal protein	translation	structural molecule activity	ribosome, cytoplasm	37-H7
10	O	14	YDR018C	YDR018C	"Probable membrane protein with three predicted transmembrane domains; homologous to Ybr042cp, similar to C. elegans F55A11.5 and maize 1-acyl-glycerol-3-phosphate acyltransferase"	cellular lipid metabolic process	transferase activity	cellular_component	38-H7
10	O	15	YJR095W	SFC1	"Mitochondrial succinate-fumarate transporter, transports succinate into and fumarate out of the mitochondrion; required for ethanol and acetate utilization"	transport	transporter activity	membrane, mitochondrial envelope, mitochondrion, cytoplasm	37-H8
10	O	16	YDR019C	GCV1	"T subunit of the mitochondrial glycine decarboxylase complex, required for the catabolism of glycine to 5,10-methylene-THF; expression is regulated by levels of levels of 5,10-methylene-THF in the cytoplasm"	cellular amino acid and derivative metabolic process	oxidoreductase activity	mitochondrion, cytoplasm	38-H8
10	O	17	YJR096W	YJR096W	"Putative xylose and arabinose reductase; member of the aldo-keto reductase (AKR) family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS"	response to stress, cellular carbohydrate metabolic process, response to chemical stimulus	oxidoreductase activity	nucleus, cytoplasm	37-H9
10	O	18	YDR020C	DAS2	"Putative protein of unknown function; non-essential gene identified in a screen for mutants with increased levels of rDNA transcription; weak similarity with uridine kinases and with phosphoribokinases"	biological_process	molecular_function	nucleus, cytoplasm	38-H9
10	O	19	YJR097W	JJJ3	Protein of unknown function, contains a J-domain, which is a region with homology to the E. coli DnaJ protein	protein modification process	molecular_function	nucleus, cytoplasm	37-H10
10	O	20	YDR022C	CIS1	"Autophagy-specific protein required for autophagosome formation; may form a complex with Atg17p and Atg29p that localizes other proteins to the pre-autophagosomal structure; high-copy suppressor of CIK1 deletion"	cellular membrane organization	molecular_function	cytoplasm	38-H10
10	O	21	YJR098C	YJR098C	"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"	biological_process	molecular_function	mitochondrion, cytoplasm	37-H11
10	O	22	YDR024W	FYV1	"Dubious open reading frame, unlikely to encode a protein; not conserved in closely related Saccharomyces species; mutation decreases survival upon exposure to K1 killer toxin"	biological_process	molecular_function	nucleus, cytoplasm	38-H11
10	O	23	YJR099W	YUH1	"Ubiquitin C-terminal hydrolase that cleaves ubiquitin-protein fusions to generate monomeric ubiquitin; hydrolyzes the peptide bond at the C-terminus of ubiquitin; also the major processing enzyme for the ubiquitin-like protein Rub1p"	protein modification process	peptidase activity, hydrolase activity	cytoplasm	37-H12
10	O	24	YDR025W	RPS11A	"Protein component of the small (40S) ribosomal subunit; identical to Rps11Bp and has similarity to E. coli S17 and rat S11 ribosomal proteins"	translation, ribosome biogenesis, RNA metabolic process	structural molecule activity	ribosome, cytoplasm	38-H12
10	P	1	YJR010C-A	SPC1	Subunit of the signal peptidase complex (SPC), which cleaves the signal sequence from proteins targeted to the endoplasmic reticulum (ER), homolog of the SPC12 subunit of mammalian signal peptidase complex	transport	molecular_function	membrane, endomembrane system, endoplasmic reticulum, cytoplasm	39-H1
10	P	2	YDL184C	RPL41A	"Ribosomal protein L47 of the large (60S) ribosomal subunit, identical to Rpl41Bp and has similarity to rat L41 ribosomal protein; comprised of only 25 amino acids; rpl41a rpl41b double null mutant is viable"	translation	structural molecule activity	ribosome, cytoplasm	40-H1
10	P	3	Blank	Blank	Blank	Blank	Blank	Blank	39-H2
10	P	4	Blank	Blank	Blank	Blank	Blank	Blank	40-H2
10	P	5	YJR010W	MET3	ATP sulfurylase, catalyzes the primary step of intracellular sulfate activation, essential for assimilatory reduction of sulfate to sulfide, involved in methionine metabolism	cellular amino acid and derivative metabolic process	transferase activity, nucleotidyltransferase activity	mitochondrion, cytoplasm	39-H3
10	P	6	YDL186W	YDL186W	"Putative protein of unknown function; YDL186W is not an essential gene"	biological_process	molecular_function	cellular_component	40-H3
10	P	7	YJR011C	YJR011C	"Putative protein of unknown function; GFP-fusion protein expression is induced in response to the DNA-damaging agent MMS"	biological_process	molecular_function	cellular_component	39-H4
10	P	8	YDL187C	YDL187C	Dubious ORF unlikely to encode a functional protein, based on available experimental and comparative sequence data	biological_process	molecular_function	cellular_component	40-H4
10	P	9	YJR014W	TMA22	"Protein of unknown function; associates with ribosomes and has a putative RNA binding domain; interacts with Tma20p; similar to human GRAP and human DRP1, which interacts with human Tma20p homolog MCT-1"	biological_process	RNA binding	ribosome, cytoplasm	39-H5
10	P	10	YDL188C	PPH22	"Catalytic subunit of protein phosphatase 2A (PP2A), functionally redundant with Pph21p; methylated at C terminus; forms alternate complexes with several regulatory subunits; involved in signal transduction and regulation of mitosis"	cell budding, cytoskeleton organization, translation, protein modification process, cell cycle	hydrolase activity, phosphoprotein phosphatase activity	nucleus, chromosome	40-H5
10	P	11	YJR015W	YJR015W	"Putative protein of unknown function; localizes to the endoplasmic reticulum and cytoplasm; predicted to encode a membrane transporter based on phylogenetic analysis; YJR015W is a non-essential gene"	biological_process	molecular_function	endoplasmic reticulum, cytoplasm	39-H6
10	P	12	YDL189W	RBS1	"Protein of unknown function, identified as a high copy suppressor of psk1 psk2 mutations that confer temperature-sensitivity for galactose utilization; proposed to bind single-stranded nucleic acids via its R3H domain"	cellular carbohydrate metabolic process	molecular_function	cytoplasm	40-H6
10	P	13	YJR018W	YJR018W	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data	biological_process	molecular_function	cellular_component	39-H7
10	P	14	YDL190C	UFD2	"Ubiquitin chain assembly factor (E4) that cooperates with a ubiquitin-activating enzyme (E1), a ubiquitin-conjugating enzyme (E2), and a ubiquitin protein ligase (E3) to conjugate ubiquitin to substrates; also functions as an E3"	response to stress, protein modification process, cellular protein catabolic process	ligase activity	nucleus, cytoplasm	40-H7
10	P	15	YJR019C	TES1	"Peroxisomal acyl-CoA thioesterase likely to be involved in fatty acid oxidation rather than fatty acid synthesis; conserved protein also found in human peroxisomes; TES1 mRNA levels increase during growth on fatty acids"	cellular lipid metabolic process	hydrolase activity	peroxisome, mitochondrion, cytoplasm	39-H8
10	P	16	YOR300W	YOR300W	"Dubious open reading frame, unlikely to encode a protein; overlaps with verified gene BUD7/YOR299W; mutation affects bipolar budding and bud site selection, though phenotype could be due to the mutation's effects on BUD7"	cytokinesis, cellular component morphogenesis, cell cycle	molecular_function	cellular_component	40-H8
10	P	17	YJR020W	YJR020W	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data	biological_process	molecular_function	cellular_component	39-H9
10	P	18	YOR306C	MCH5	"Plasma membrane riboflavin transporter; facilitates the uptake of vitamin B2; required for FAD-dependent processes; sequence similarity to mammalian monocarboxylate permeases, however mutants are not deficient in monocarboxylate transport"	transport	transporter activity	membrane, plasma membrane	40-H9
10	P	19	YJR021C	REC107	"Protein involved in early stages of meiotic recombination; involved in coordination between the initiation of recombination and the first division of meiosis; part of a complex (Rec107p-Mei4p-Rec114p) required for ds break formation"	meiosis, cell cycle, DNA metabolic process	molecular_function	nucleus, chromosome	39-H10
10	P	20	YOR309C	YOR309C	"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene NOP58"	biological_process	molecular_function	cellular_component	40-H10
10	P	21	YJR024C	MDE1	"5'-methylthioribulose-1-phosphate dehydratase; acts in the methionine salvage pathway; potential Smt3p sumoylation substrate; expression downregulated by caspofungin and deletion mutant is caspofungin resistant"	cellular amino acid and derivative metabolic process	lyase activity	cytoplasm	39-H11
10	P	22	YOR325W	YOR325W	"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; completely overlaps the verified ORF FRT1"	biological_process	molecular_function	cellular_component	40-H11
10	P	23	YJR025C	BNA1	"3-hydroxyanthranilic acid dioxygenase, required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p"	cofactor metabolic process, vitamin metabolic process	oxidoreductase activity	cytoplasm	39-H12
10	P	24	YOR333C	YOR333C	"Dubious open reading frame, unlikely to encode a functional protein; overlaps 5' end of MRS2 gene required for respiratory growth"	biological_process	molecular_function	cellular_component	40-H12
11	A	1	YOR345C	YOR345C	"Dubious ORF unlikely to encode a protein, based on available experimental and comparative sequence data; overlaps the verified gene REV1; null mutant displays increased resistance to antifungal agents gliotoxin, cycloheximide and H2O2"	biological_process	molecular_function	cellular_component	41-A1
11	A	2	YBR014C	GRX7	"Cis-golgi localized monothiol glutaredoxin; more similar in activity to dithiol than other monothiol glutaredoxins; involved in the oxidative stress response; does not bind metal ions; functional overlap with GRX6"	response to stress, response to chemical stimulus	protein binding, oxidoreductase activity	membrane, vacuole, cytoplasm, Golgi apparatus	42-A1
11	A	3	YOR366W	YOR366W	"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YOR365C"	biological_process	molecular_function	cellular_component	41-A2
11	A	4	YBR015C	MNN2	Alpha-1,2-mannosyltransferase, responsible for addition of the first alpha-1,2-linked mannose to form the branches on the mannan backbone of oligosaccharides, localizes to an early Golgi compartment	cellular carbohydrate metabolic process, protein modification process	transferase activity	cytoplasm, Golgi apparatus	42-A2
11	A	5	YOR379C	YOR379C	"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YOR378W"	biological_process	molecular_function	cellular_component	41-A3
11	A	6	YBR016W	YBR016W	"Plasma membrane protein of unknown function, predicted to be palmitoylated; has similarity to hydrophilins, which are hydrophilic, glycine-rich proteins involved in the adaptive response to hyperosmotic conditions"	biological_process	molecular_function	cellular bud, membrane, plasma membrane	42-A3
11	A	7	YNL001W	DOM34	"Endoribonuclease; functions in no-go mRNA decay, protein translation to promote G1 progression and differentiation, required for meiotic cell division; similar to the eukaryotic Pelota"	translation, meiosis, sporulation resulting in formation of a cellular spore, pseudohyphal growth, cell cycle, RNA metabolic process	hydrolase activity	cytoplasm	41-A4
11	A	8	YBR018C	GAL7	Galactose-1-phosphate uridyl transferase, synthesizes glucose-1-phosphate and UDP-galactose from UDP-D-glucose and alpha-D-galactose-1-phosphate in the second step of galactose catabolism	cellular carbohydrate metabolic process	transferase activity, nucleotidyltransferase activity	cytoplasm	42-A4
11	A	9	YNL004W	HRB1	"Poly(A+) RNA-binding protein, involved in the export of mRNAs from the nucleus to the cytoplasm; similar to Gbp2p and Npl3p"	transport	RNA binding	nucleus, cytoplasm	41-A5
11	A	10	YBR019C	GAL10	"UDP-glucose-4-epimerase, catalyzes the interconversion of UDP-galactose and UDP-D-glucose in galactose metabolism; also catalyzes the conversion of alpha-D-glucose or alpha-D-galactose to their beta-anomers"	cellular carbohydrate metabolic process	isomerase activity	other	42-A5
11	A	11	YNL005C	MRP7	Mitochondrial ribosomal protein of the large subunit	mitochondrion organization, translation	transferase activity, structural molecule activity	ribosome, mitochondrion, cytoplasm	41-A6
11	A	12	YBR020W	GAL1	"Galactokinase, phosphorylates alpha-D-galactose to alpha-D-galactose-1-phosphate in the first step of galactose catabolism; expression regulated by Gal4p"	transport, cellular carbohydrate metabolic process, transcription, response to chemical stimulus, RNA metabolic process	transferase activity	cytoplasm	42-A6
11	A	13	YNL008C	ASI3	"Putative integral membrane E3 ubiquitin ligase; acts with Asi1p and Asi2p to ensure the fidelity of SPS-sensor signalling by maintaining the dormant repressed state of gene expression in the absence of inducing signals"	cellular protein catabolic process	ligase activity	nucleus, membrane, endomembrane system, endoplasmic reticulum, cytoplasm	41-A7
11	A	14	YBR021W	FUR4	"Uracil permease, localized to the plasma membrane; expression is tightly regulated by uracil levels and environmental cues"	transport	transporter activity	membrane, plasma membrane	42-A7
11	A	15	YNL009W	IDP3	Peroxisomal NADP-dependent isocitrate dehydrogenase, catalyzes oxidation of isocitrate to alpha-ketoglutarate with the formation of NADP(H+), required for growth on unsaturated fatty acids	cofactor metabolic process, cellular lipid metabolic process	oxidoreductase activity	peroxisome, mitochondrion, cytoplasm	41-A8
11	A	16	YBR022W	POA1	"Phosphatase that is highly specific for ADP-ribose 1''-phosphate, a tRNA splicing metabolite; may have a role in regulation of tRNA splicing"	RNA metabolic process	hydrolase activity	cellular_component	42-A8
11	A	17	YNL010W	YNL010W	"Putative protein of unknown function with similarity to phosphoserine phosphatases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; homozygous diploid mutant shows an increase in glycogen accumulation"	biological_process	molecular_function	nucleus, cytoplasm	41-A9
11	A	18	YBR023C	CHS3	"Chitin synthase III, catalyzes the transfer of N-acetylglucosamine (GlcNAc) to chitin; required for synthesis of the majority of cell wall chitin, the chitin ring during bud emergence, and spore wall chitosan"	cytokinesis, cellular carbohydrate metabolic process, sporulation resulting in formation of a cellular spore	transferase activity	cellular bud, cytoplasmic membrane-bounded vesicle, membrane, site of polarized growth, cytoplasm	42-A9
11	A	19	YNL012W	SPO1	"Meiosis-specific prospore protein; required for meiotic spindle pole body duplication and separation; required to produce bending force necessary for proper prospore membrane assembly during sporulation; has similarity to phospholipase B"	meiosis, sporulation resulting in formation of a cellular spore, cell cycle, cellular membrane organization	hydrolase activity	nucleus, membrane, endoplasmic reticulum, cytoplasm	41-A10
11	A	20	YBR024W	SCO2	"Protein anchored to the mitochondrial inner membrane, similar to Sco1p and may have a redundant function with Sco1p in delivery of copper to cytochrome c oxidase; interacts with Cox2p"	transport	oxidoreductase activity	mitochondrial envelope, mitochondrion, cytoplasm	42-A10
11	A	21	YNL013C	YNL013C	"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF HEF3/YNL014W"	biological_process	molecular_function	cellular_component	41-A11
11	A	22	YBR025C	OLA1	"P-loop ATPase with similarity to human OLA1 and bacterial YchF; identified as specifically interacting with the proteasome; protein levels are induced by hydrogen peroxide"	biological_process	hydrolase activity	cytoplasm	42-A11
11	A	23	YNL015W	PBI2	"Cytosolic inhibitor of vacuolar proteinase B, required for efficient vacuole inheritance; with thioredoxin forms protein complex LMA1, which assists in priming SNARE molecules and promotes vacuole fusion"	vacuole organization, cellular membrane organization	enzyme regulator activity	vacuole, cytoplasm	41-A12
11	A	24	YBR026C	ETR1	"2-enoyl thioester reductase, member of the medium chain dehydrogenase/reductase family; localized to in mitochondria, where it has a probable role in fatty acid synthesis"	cellular lipid metabolic process, generation of precursor metabolites and energy, cellular respiration	oxidoreductase activity	mitochondrion, cytoplasm	42-A12
11	B	1	YIL112W	HOS4	"Subunit of the Set3 complex, which is a meiotic-specific repressor of sporulation specific genes that contains deacetylase activity; potential Cdc28p substrate"	meiosis, chromosome organization, cell cycle, protein modification process	molecular_function	nucleus, chromosome	43-A1
11	B	2	YNL130C	CPT1	Cholinephosphotransferase, required for phosphatidylcholine biosynthesis and for inositol-dependent regulation of EPT1 transcription	cellular lipid metabolic process, cellular amino acid and derivative metabolic process	transferase activity	endoplasmic reticulum, cytoplasm	44-A1
11	B	3	YIL113W	SDP1	Stress-inducible dual-specificity MAP kinase phosphatase, negatively regulates Slt2p MAP kinase by direct dephosphorylation, diffuse localization under normal conditions shifts to punctate localization after heat shock	signal transduction	phosphoprotein phosphatase activity, hydrolase activity	nucleus, cytoplasm	43-A2
11	B	4	YBR189W	RPS9B	"Protein component of the small (40S) ribosomal subunit; nearly identical to Rps9Ap and has similarity to E. coli S4 and rat S9 ribosomal proteins"	translation, ribosome biogenesis, RNA metabolic process	structural molecule activity	ribosome, cytoplasm	44-A2
11	B	5	YIL114C	POR2	Putative mitochondrial porin (voltage-dependent anion channel), related to Por1p but not required for mitochondrial membrane permeability or mitochondrial osmotic stability	transport	transporter activity	membrane, mitochondrial envelope, mitochondrion, cytoplasm	43-A3
11	B	6	YCR095C	OCA4	Cytoplasmic protein required for replication of Brome mosaic virus in S. cerevisiae, which is a model system for studying replication of positive-strand RNA viruses in their natural hosts	biological_process	molecular_function	cytoplasm	44-A3
11	B	7	YIL116W	HIS5	"Histidinol-phosphate aminotransferase, catalyzes the seventh step in histidine biosynthesis; responsive to general control of amino acid biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts"	cellular amino acid and derivative metabolic process, heterocycle metabolic process	transferase activity	other	43-A4
11	B	8	YCR102W-A	YCR102W-A	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data	biological_process	molecular_function	cellular_component	44-A4
11	B	9	YIL117C	PRM5	"Pheromone-regulated protein, predicted to have 1 transmembrane segment; induced during cell integrity signaling"	biological_process	molecular_function	membrane	43-A5
11	B	10	YDL133C-A	RPL41B	"Ribosomal protein L47 of the large (60S) ribosomal subunit, identical to Rpl41Ap and has similarity to rat L41 ribosomal protein; comprised of only 25 amino acids; rpl41a rpl41b double null mutant is viable"	translation	structural molecule activity	ribosome, cytoplasm	44-A5
11	B	11	YIL119C	RPI1	"Putative transcriptional regulator; overexpression suppresses the heat shock sensitivity of wild-type RAS2 overexpression and also suppresses the cell lysis defect of an mpk1 mutation"	vitamin metabolic process, signal transduction, heterocycle metabolic process, cellular aromatic compound metabolic process	enzyme regulator activity	nucleus	43-A6
11	B	12	YDR058C	TGL2	"Triacylglycerol lipase that is localized to the mitochondria; has lipolytic activity towards triacylglycerols and diacylglycerols when expressed in E. coli"	cellular lipid metabolic process	hydrolase activity	mitochondrion, cytoplasm	44-A6
11	B	13	YIL120W	QDR1	Multidrug transporter of the major facilitator superfamily, required for resistance to quinidine, ketoconazole, fluconazole, and barban	transport, response to chemical stimulus	transporter activity	membrane, plasma membrane	43-A7
11	B	14	YDR174W	HMO1	"Chromatin associated high mobility group (HMG) family member involved in genome maintenance; rDNA-binding component of the Pol I transcription system; associates with a 5'-3' DNA helicase and Fpr1p, a prolyl isomerase"	transcription, RNA metabolic process	transcription regulator activity, DNA binding	nucleus, nucleolus, chromosome, cytoplasm	44-A7
11	B	15	YIL121W	QDR2	"Multidrug transporter of the major facilitator superfamily, required for resistance to quinidine, barban, cisplatin, and bleomycin; may have a role in potassium uptake"	transport, response to chemical stimulus	transporter activity	membrane, plasma membrane	43-A8
11	B	16	YDR202C	RAV2	Subunit of RAVE (Rav1p, Rav2p, Skp1p), a complex that associates with the V1 domain of the vacuolar membrane (H+)-ATPase (V-ATPase) and promotes assembly and reassembly of the holoenzyme	cellular homeostasis, protein complex biogenesis	molecular_function	cytoplasm	44-A8
11	B	17	YIL123W	SIM1	Protein of the SUN family (Sim1p, Uth1p, Nca3p, Sun4p) that may participate in DNA replication, promoter contains SCB regulation box at -300 bp indicating that expression may be cell cycle-regulated	fungal-type cell wall organization	molecular_function	cell wall	43-A9
11	B	18	YDR205W	MSC2	"Member of the cation diffusion facilitator family, localizes to the endoplasmic reticulum and nucleus; mutations affect the cellular distribution of zinc and also confer defects in meiotic recombination between homologous chromatids"	transport, cellular homeostasis	transporter activity	membrane, endoplasmic reticulum, cytoplasm	44-A9
11	B	19	YIL124W	AYR1	"NADPH-dependent 1-acyl dihydroxyacetone phosphate reductase found in lipid particles, ER, and mitochondrial outer membrane; involved in phosphatidic acid biosynthesis; required for spore germination; capable of metabolizing steroid hormones"	cellular lipid metabolic process	oxidoreductase activity	membrane, mitochondrial envelope, mitochondrion, endoplasmic reticulum, cytoplasm	43-A10
11	B	20	YDR445C	YDR445C	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data	biological_process	molecular_function	cellular_component	44-A10
11	B	21	YIL125W	KGD1	Component of the mitochondrial alpha-ketoglutarate dehydrogenase complex, which catalyzes a key step in the tricarboxylic acid (TCA) cycle, the oxidative decarboxylation of alpha-ketoglutarate to form succinyl-CoA	cofactor metabolic process, generation of precursor metabolites and energy, cellular respiration	oxidoreductase activity	mitochondrion, cytoplasm	43-A11
11	B	22	YDR537C	YDR537C	Dubious open reading frame unlikely to encode a protein, almost completely overlaps verified ORF PAD1/YDR538W	biological_process	molecular_function	cellular_component	44-A11
11	B	23	YIL128W	MET18	"DNA repair and TFIIH regulator, required for both nucleotide excision repair (NER) and RNA polymerase II (RNAP II) transcription; involved in telomere maintenance"	response to stress, transcription, cellular amino acid and derivative metabolic process, DNA metabolic process, RNA metabolic process	transcription regulator activity	nucleus	43-A12
11	B	24	YFR039C	YFR039C	"Putative protein of unknown function; may be involved in response to high salt and changes in carbon source; deletion mutant has decreased spore survival in Drosophila feces"	biological_process	molecular_function	cellular_component	44-A12
11	C	1	YNL016W	PUB1	"Poly (A)+ RNA-binding protein, abundant mRNP-component protein that binds mRNA and is required for stability of many mRNAs; component of glucose deprivation induced stress granules, involved in P-body-dependent granule assembly"	RNA metabolic process	RNA binding	nucleus, cytoplasm	41-B1
11	C	2	YBR027C	YBR027C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data	biological_process	molecular_function	cellular_component	42-B1
11	C	3	YNL020C	ARK1	"Serine/threonine protein kinase involved in regulation of the cortical actin cytoskeleton; involved in control of endocytosis"	transport, cytoskeleton organization, cytokinesis, protein modification process, vesicle-mediated transport, cellular membrane organization	transferase activity, protein kinase activity	cell cortex, cytoskeleton, site of polarized growth, cytoplasm	41-B2
11	C	4	YBR028C	YBR028C	Putative protein kinase, possible substrate of cAMP-dependent protein kinase (PKA)	biological_process	transferase activity, protein kinase activity	cytoplasm	42-B2
11	C	5	YNL021W	HDA1	"Putative catalytic subunit of a class II histone deacetylase complex that also contains Hda2p and Hda3p; Hda1p interacts with the Hda2p-Hda3p subcomplex to form an active tetramer; deletion increases histone H2B, H3 and H4 acetylation"	chromosome organization, transcription, protein modification process, RNA metabolic process	hydrolase activity	nucleus, chromosome	41-B3
11	C	6	YBR030W	RKM3	"Ribosomal lysine methyltransferase specific for monomethylation of Rpl42ap and Rpl42bp (lysine 40); nuclear SET domain containing protein"	protein modification process	transferase activity	nucleus	42-B3
11	C	7	YNL022C	YNL022C	"Putative cytosine 5-methyltransferase, contains seven beta-strand methyltransferase motif similar to NOP2/YNL061W; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; predicted to be involved in ribosome biogenesis"	biological_process	transferase activity	nucleus	41-B4
11	C	8	YBR031W	RPL4A	N-terminally acetylated protein component of the large (60S) ribosomal subunit, nearly identical to Rpl4Bp and has similarity to E. coli L4 and rat L4 ribosomal proteins	translation	structural molecule activity	ribosome, cytoplasm	42-B4
11	C	9	YNL023C	FAP1	"Protein that binds to Fpr1p, conferring rapamycin resistance by competing with rapamycin for Fpr1p binding; accumulates in the nucleus upon treatment of cells with rapamycin; has similarity to D. melanogaster shuttle craft and human NFX1"	biological_process	transcription regulator activity, DNA binding	cytoplasm	41-B5
11	C	10	YBR032W	YBR032W	Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data	biological_process	molecular_function	cellular_component	42-B5
11	C	11	YNL024C	YNL024C	"Putative protein of unknown function with seven beta-strand methyltransferase motif; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YNL024C is not an essential gene"	biological_process	transferase activity	cytoplasm	41-B6
11	C	12	YBR033W	EDS1	"Putative zinc cluster protein; YBR033W is not an essential gene"	biological_process	DNA binding	cellular_component	42-B6
11	C	13	YNL025C	SSN8	"Cyclin-like component of the RNA polymerase II holoenzyme, involved in phosphorylation of the RNA polymerase II C-terminal domain; involved in glucose repression and telomere maintenance"	meiosis, transcription, cell cycle, RNA metabolic process	transcription regulator activity, enzyme regulator activity	nucleus	41-B7
11	C	14	YBR034C	HMT1	"Nuclear SAM-dependent mono- and asymmetric arginine dimethylating methyltransferase that modifies hnRNPs, including Npl3p and Hrp1p, affecting their activity and nuclear export; also methylates ribosomal protein Rps2p"	transport, transcription, protein modification process, RNA metabolic process	transferase activity	nucleus	42-B7
11	C	15	YNL027W	CRZ1	"Transcription factor that activates transcription of genes involved in stress response; nuclear localization is positively regulated by calcineurin-mediated dephosphorylation"	transcription, signal transduction, RNA metabolic process	transcription regulator activity, DNA binding	nucleus, cytoplasm	41-B8
11	C	16	YBR036C	CSG2	Endoplasmic reticulum membrane protein, required for mannosylation of inositolphosphorylceramide and for growth at high calcium concentrations	response to chemical stimulus, cellular lipid metabolic process, cellular homeostasis	enzyme regulator activity	endomembrane system, membrane, endoplasmic reticulum, cytoplasm	42-B8
11	C	17	YNL028W	YNL028W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data	biological_process	molecular_function	cellular_component	41-B9
11	C	18	YBR037C	SCO1	"Copper-binding protein of the mitochondrial inner membrane, required for cytochrome c oxidase activity and respiration; may function to deliver copper to cytochrome c oxidase; has similarity to thioredoxins"	transport, response to chemical stimulus, protein complex biogenesis	oxidoreductase activity	membrane, mitochondrial envelope, mitochondrion, cytoplasm	42-B9
11	C	19	YNL029C	KTR5	"Putative mannosyltransferase involved in protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family"	fungal-type cell wall organization, cellular carbohydrate metabolic process, protein modification process	transferase activity	cytoplasm, Golgi apparatus	41-B10
11	C	20	YBR040W	FIG1	"Integral membrane protein required for efficient mating; may participate in or regulate the low affinity Ca2+ influx system, which affects intracellular signaling and cell-cell fusion during mating"	conjugation, cellular component morphogenesis, response to chemical stimulus	molecular_function	cell wall, site of polarized growth	42-B10
